	rho	fdr	rank	percentile
GO_0051828|entry into other organism during symbiotic interaction	0.22126202682894727	0.0	6625	0.8345930964978584
GO_0046718|entry of virus into host cell	0.22126202682894727	0.0	6626	0.8347190728143109
GO_0052126|movement in host environment	0.22126202682894727	0.0	6627	0.8348450491307634
GO_0052192|movement in environment of other organism during symbiotic interaction	0.22126202682894727	0.0	6628	0.8349710254472159
GO_0044409|entry into host	0.22126202682894727	0.0	6629	0.8350970017636684
WALLACE_PROSTATE_CANCER_RACE_DN	0.22150934964231428	0.0	6630	0.8352229780801209
GO_0048662|negative regulation of smooth muscle cell proliferation	0.22153486113064821	0.0	6631	0.8353489543965734
PARK_HSC_MARKERS	0.22167665800642866	0.0	6632	0.8354749307130259
CREIGHTON_ENDOCRINE_THERAPY_RESISTANCE_4	0.22186123319977263	0.0	6633	0.8356009070294784
GO_0022415|viral reproductive process	0.2221245601401364	0.0	6634	0.8357268833459309
GO_0043112|receptor metabolic process	0.22213775713151432	0.0	6635	0.8358528596623834
FIGUEROA_AML_METHYLATION_CLUSTER_2_UP	0.22222007944220332	0.0	6636	0.8359788359788359
GO_0030865|cortical cytoskeleton organization	0.22227798237573135	0.0	6637	0.8361048122952884
PRC2_EZH2_UP.V1_DN	0.22228749683518165	0.0	6638	0.8362307886117409
GO_0043255|regulation of carbohydrate biosynthetic process	0.22233892446429646	0.0	6639	0.8363567649281936
GO_0043525|positive regulation of neuron apoptosis	0.22236127222641525	0.0	6640	0.836482741244646
FARMER_BREAST_CANCER_CLUSTER_7	0.22249807844876676	0.0	6641	0.8366087175610986
GO_0016310|phosphorylation	0.22252211163913765	0.0	6642	0.8367346938775511
REACTOME_PKA_MEDIATED_PHOSPHORYLATION_OF_CREB	0.22256400699767792	0.0	6643	0.8368606701940036
DING_LUNG_CANCER_MUTATED_FREQUENTLY	0.22278827300693557	0.0	6644	0.8369866465104561
STAEGE_EWING_FAMILY_TUMOR	0.22289674796628403	0.0	6645	0.8371126228269086
GO_0030001|metal ion transport	0.2229769270644795	0.0	6646	0.8372385991433611
BIOCARTA_GCR_PATHWAY	0.22332830479330854	0.0	6647	0.8373645754598136
LU_TUMOR_ENDOTHELIAL_MARKERS_UP	0.22335282064129594	0.0	6648	0.8374905517762661
GO_0006541|glutamine metabolic process	0.2235324246037146	0.0	6649	0.8376165280927186
LIEN_BREAST_CARCINOMA_METAPLASTIC	0.22357460169840468	0.0	6650	0.8377425044091711
REACTOME_INTEGRATION_OF_ENERGY_METABOLISM	0.22370336841343544	0.0	6651	0.8378684807256236
PID_WNT_CANONICAL_PATHWAY	0.22381080976766765	0.0	6652	0.8379944570420761
SHEPARD_BMYB_MORPHOLINO_DN	0.22409077998170254	0.0	6653	0.8381204333585286
BOYERINAS_ONCOFETAL_TARGETS_OF_LET7A1	0.22434462753767245	0.0	6654	0.8382464096749811
GO_0003007|heart morphogenesis	0.22453831024924567	0.0	6655	0.8383723859914336
SEIDEN_MET_SIGNALING	0.22456445564500507	0.0	6656	0.8384983623078861
GO_0045931|positive regulation of mitotic cell cycle	0.22459559329549245	0.0	6657	0.8386243386243386
YAMASHITA_LIVER_CANCER_WITH_EPCAM_UP	0.2246069488274018	0.0	6658	0.8387503149407911
SWEET_KRAS_TARGETS_UP	0.22465411627301518	0.0	6659	0.8388762912572436
BIOCARTA_EDG1_PATHWAY	0.22478601692805555	0.0	6660	0.8390022675736961
CREIGHTON_ENDOCRINE_THERAPY_RESISTANCE_2	0.22491601341799353	0.0	6661	0.8391282438901486
GO_0010648|negative regulation of cell communication	0.224942500675136	0.0	6662	0.8392542202066011
MODY_HIPPOCAMPUS_NEONATAL	0.2250162414793616	0.0	6663	0.8393801965230536
GO_0051693|actin filament capping	0.22513648900221986	0.0	6664	0.8395061728395061
GO_0032312|regulation of ARF GTPase activity	0.22522459472418205	0.0	6665	0.8396321491559586
SA_PTEN_PATHWAY	0.22530351326943204	0.0	6666	0.8397581254724111
GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_YELLOW_DN	0.22538832780515444	0.0	6667	0.8398841017888637
SMIRNOV_RESPONSE_TO_IR_2HR_DN	0.22548996011826566	0.0	6668	0.8400100781053162
GO_0060537|muscle tissue development	0.2256966655722089	0.0	6669	0.8401360544217688
VERHAAK_GLIOBLASTOMA_CLASSICAL	0.22588458552674207	0.0	6670	0.8402620307382213
GO_0030866|cortical actin cytoskeleton organization	0.2260350326469368	0.0	6671	0.8403880070546738
BROWNE_HCMV_INFECTION_48HR_DN	0.22606342484954547	0.0	6672	0.8405139833711263
KEGG_GNRH_SIGNALING_PATHWAY	0.22607012141092395	0.0	6673	0.8406399596875788
GO_0006817|phosphate transport	0.22625092162426239	0.0	6674	0.8407659360040313
KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION	0.22647616578507818	0.0	6675	0.8408919123204838
GO_0048286|lung alveolus development	0.22663653858504726	0.0	6676	0.8410178886369363
GO_0031532|actin cytoskeleton reorganization	0.22670092549601611	0.0	6677	0.8411438649533888
CHICAS_RB1_TARGETS_GROWING	0.22682841024853653	0.0	6678	0.8412698412698413
GO_0043270|positive regulation of ion transport	0.22695222248160088	0.0	6679	0.8413958175862938
GO_REGULATION_OF_NEURON_MIGRATION	0.2269812204123216	0.0	6680	0.8415217939027463
KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION	0.2270346506773359	0.0	6681	0.8416477702191988
PID_ARF6_TRAFFICKING_PATHWAY	0.2271185700572059	0.0	6682	0.8417737465356513
BASSO_HAIRY_CELL_LEUKEMIA_UP	0.2271202628069188	0.0	6683	0.8418997228521038
BAKKER_FOXO3_TARGETS_UP	0.22713564701850095	0.0	6684	0.8420256991685563
DEURIG_T_CELL_PROLYMPHOCYTIC_LEUKEMIA_UP	0.22720538589162864	0.0	6685	0.8421516754850088
LIU_SOX4_TARGETS_DN	0.2272071348392338	0.0	6686	0.8422776518014613
BIOCARTA_EIF4_PATHWAY	0.22728627578774266	0.0	6687	0.8424036281179138
REACTOME_RECYCLING_PATHWAY_OF_L1	0.22738263264392122	0.0	6688	0.8425296044343663
GO_0031113|regulation of microtubule polymerization	0.22756702516603605	0.0	6689	0.8426555807508188
GO_0030855|epithelial cell differentiation	0.22758610825182252	0.0	6690	0.8427815570672713
CROMER_METASTASIS_UP	0.22769698066111	0.0	6691	0.8429075333837238
DELASERNA_TARGETS_OF_MYOD_AND_SMARCA4	0.2277079288334719	0.0	6692	0.8430335097001763
GO_0006281|DNA repair	0.22771819548344513	0.0	6693	0.8431594860166288
REACTOME_SYNTHESIS_OF_PIPS_AT_THE_PLASMA_MEMBRANE	0.22787350207230778	0.0	6694	0.8432854623330813
ASTON_MAJOR_DEPRESSIVE_DISORDER_UP	0.22805334822983117	0.0	6695	0.8434114386495339
REACTOME_DCC_MEDIATED_ATTRACTIVE_SIGNALING	0.22816692882940745	0.0	6696	0.8435374149659864
GO_0010605|negative regulation of macromolecule metabolic process	0.22849063319874938	0.0	6697	0.843663391282439
GO_0035195|gene silencing by miRNA	0.22882425976404314	0.0	6698	0.8437893675988914
REACTOME_SIGNALING_BY_BMP	0.22903998618495636	0.0	6699	0.843915343915344
MA_PITUITARY_FETAL_VS_ADULT_UP	0.2291515224666757	0.0	6700	0.8440413202317965
GO_0030278|regulation of ossification	0.22929105353600276	0.0	6701	0.844167296548249
GO_0048048|embryonic eye morphogenesis	0.22931722377858482	0.0	6702	0.8442932728647015
STEGER_ADIPOGENESIS_DN	0.22960040951429636	0.0	6703	0.844419249181154
GO_DOPAMINERGIC_NEURON_DIFFERENTIATION	0.22978508350185087	0.0	6704	0.8445452254976065
GO_0001822|kidney development	0.2298968066601725	0.0	6705	0.844671201814059
GO_0060538|skeletal muscle organ development	0.2299876796622345	0.0	6706	0.8447971781305115
GO_0007519|skeletal muscle tissue development	0.2299876796622345	0.0	6707	0.844923154446964
OUELLET_CULTURED_OVARIAN_CANCER_INVASIVE_VS_LMP_DN	0.22999013687225278	0.0	6708	0.8450491307634165
ZHU_CMV_ALL_DN	0.2305478770913221	0.0	6709	0.845175107079869
BHAT_ESR1_TARGETS_VIA_AKT1_DN	0.2306407355450289	0.0	6710	0.8453010833963215
GO_NEURON_PROJECTION_EXTENSION_INVOLVED_IN_NEURON_PROJECTION_GUIDANCE	0.2306483345269974	0.0	6711	0.845427059712774
GO_0045666|positive regulation of neuron differentiation	0.23089125184693052	0.0	6712	0.8455530360292265
FOURNIER_ACINAR_DEVELOPMENT_EARLY_UP	0.23107369058013874	0.0	6713	0.845679012345679
GO_0060485|mesenchyme development	0.2310877820722684	0.0	6714	0.8458049886621315
BYSTRYKH_HEMATOPOIESIS_STEM_CELL_SCP2_QTL_TRANS	0.23120078363461263	0.0	6715	0.845930964978584
IZADPANAH_STEM_CELL_ADIPOSE_VS_BONE_DN	0.2313226979321979	0.0	6716	0.8460569412950365
GO_0045646|regulation of erythrocyte differentiation	0.23133963885401793	0.0	6717	0.846182917611489
GO_0014031|mesenchymal cell development	0.23134230061393446	0.0	6718	0.8463088939279415
GO_0048762|mesenchymal cell differentiation	0.23134230061393446	0.0	6719	0.846434870244394
CAFFAREL_RESPONSE_TO_THC_8HR_5_UP	0.23136568323690584	0.0	6720	0.8465608465608465
HASLINGER_B_CLL_WITH_CHROMOSOME_12_TRISOMY	0.23143795544939672	0.0	6721	0.846686822877299
SESTO_RESPONSE_TO_UV_C8	0.23148174877059202	0.0	6722	0.8468127991937515
PID_AR_TF_PATHWAY	0.23148847857934934	0.0	6723	0.8469387755102041
BIOCARTA_CXCR4_PATHWAY	0.2315590676884188	0.0	6724	0.8470647518266566
GO_0007090|regulation of S phase of mitotic cell cycle	0.2318020634177803	0.0	6725	0.8471907281431091
GO_0035270|endocrine system development	0.23184408505306578	0.0	6726	0.8473167044595616
STAMBOLSKY_RESPONSE_TO_VITAMIN_D3_UP	0.2321088883097692	0.0	6727	0.8474426807760141
GO_0010608|posttranscriptional regulation of gene expression	0.2322782326526837	0.0	6728	0.8475686570924666
GO_0006471|protein amino acid ADP-ribosylation	0.23298026034436164	0.0	6729	0.8476946334089192
WANG_RESPONSE_TO_GSK3_INHIBITOR_SB216763_UP	0.23315046980441295	0.0	6730	0.8478206097253717
LI_WILMS_TUMOR_VS_FETAL_KIDNEY_1_DN	0.23323493356191227	0.0	6731	0.8479465860418242
GO_0045725|positive regulation of glycogen biosynthetic process	0.23330568670499466	0.0	6732	0.8480725623582767
ST_PHOSPHOINOSITIDE_3_KINASE_PATHWAY	0.2333203110844053	0.0	6733	0.8481985386747292
GO_NEGATIVE_REGULATION_OF_BMP_SIGNALING_PATHWAY	0.23349162265633142	0.0	6734	0.8483245149911817
BERENJENO_ROCK_SIGNALING_NOT_VIA_RHOA_DN	0.23367013353394928	0.0	6735	0.8484504913076342
PID_INSULIN_GLUCOSE_PATHWAY	0.23383553000330676	0.0	6736	0.8485764676240867
SANSOM_APC_TARGETS_UP	0.2339470991809703	0.0	6737	0.8487024439405392
NADELLA_PRKAR1A_TARGETS_DN	0.23419006378422996	0.0	6738	0.8488284202569917
SAGIV_CD24_TARGETS_UP	0.23428635523141578	0.0	6739	0.8489543965734442
GO_0033158|regulation of protein import into nucleus, translocation	0.23428636969124259	0.0	6740	0.8490803728898967
STK33_DN	0.23437676919546532	0.0	6741	0.8492063492063492
LI_WILMS_TUMOR_VS_FETAL_KIDNEY_2_DN	0.23451856404022495	0.0	6742	0.8493323255228017
GO_0031047|gene silencing by RNA	0.23454254342101155	0.0	6743	0.8494583018392542
CSR_EARLY_UP.V1_UP	0.23464693949453239	0.0	6744	0.8495842781557067
FRASOR_TAMOXIFEN_RESPONSE_DN	0.23492145218619367	0.0	6745	0.8497102544721592
REACTOME_NEURONAL_SYSTEM	0.23492867226633926	0.0	6746	0.8498362307886117
SABATES_COLORECTAL_ADENOMA_SIZE_UP	0.23495020772836708	0.0	6747	0.8499622071050642
TURASHVILI_BREAST_LOBULAR_CARCINOMA_VS_LOBULAR_NORMAL_DN	0.23496427012959997	0.0	6748	0.8500881834215167
PID_ATM_PATHWAY	0.23497569959335143	0.0	6749	0.8502141597379692
LIU_VMYB_TARGETS_UP	0.23509491289849604	0.0	6750	0.8503401360544217
GO_0035249|synaptic transmission, glutamatergic	0.23510094396521747	0.0	6751	0.8504661123708743
MAYBURD_RESPONSE_TO_L663536_DN	0.23514810104945727	0.0	6752	0.8505920886873268
KOBAYASHI_EGFR_SIGNALING_6HR_UP	0.23524659856224253	0.0	6753	0.8507180650037793
PTEN_DN.V1_UP	0.2352536673028708	0.0	6754	0.8508440413202318
GO_0030073|insulin secretion	0.2352608835873086	0.0	6755	0.8509700176366843
GO_0046879|hormone secretion	0.23547699579232367	0.0	6756	0.8510959939531368
PUJANA_BREAST_CANCER_WITH_BRCA1_MUTATED_UP	0.23547704108230913	0.0	6757	0.8512219702695893
FIRESTEIN_CTNNB1_PATHWAY_AND_PROLIFERATION	0.23554731639371246	0.0	6758	0.8513479465860418
DE_YY1_TARGETS_UP	0.23555529809828732	0.0	6759	0.8514739229024944
REACTOME_DOUBLE_STRAND_BREAK_REPAIR	0.2356633678212036	0.0	6760	0.8515998992189469
CHEN_HOXA5_TARGETS_9HR_DN	0.23576296814638303	0.0	6761	0.8517258755353994
PHONG_TNF_RESPONSE_VIA_P38_COMPLETE	0.23578282070562678	0.0	6762	0.8518518518518519
GO_0045930|negative regulation of mitotic cell cycle	0.23597184152581782	0.0	6763	0.8519778281683044
GO_0017157|regulation of exocytosis	0.23598041541172043	0.0	6764	0.8521038044847569
GO_0006611|protein export from nucleus	0.23602776215557597	0.0	6765	0.8522297808012094
GO_0010970|microtubule-based transport	0.23624552407872934	0.0	6766	0.8523557571176619
GO_CENTRAL_NERVOUS_SYSTEM_NEURON_AXONOGENESIS	0.2363125058964759	0.0	6767	0.8524817334341144
GO_0006512|ubiquitin cycle	0.23635453897256062	0.0	6768	0.8526077097505669
GO_0045596|negative regulation of cell differentiation	0.23642285654175393	0.0	6769	0.8527336860670194
REACTOME_NEGATIVE_REGULATION_OF_THE_PI3K_AKT_NETWORK	0.23650734407340077	0.0	6770	0.8528596623834719
CASTELLANO_NRAS_TARGETS_DN	0.23659925778988833	0.0	6771	0.8529856386999244
GO_0006366|transcription from RNA polymerase II promoter	0.23661804854522642	0.0	6772	0.8531116150163769
MAYBURD_RESPONSE_TO_L663536_UP	0.23674782505268213	0.0	6773	0.8532375913328294
GO_REGULATION_OF_EMBRYONIC_DEVELOPMENT	0.23675469592329593	0.0	6774	0.8533635676492819
GO_0050684|regulation of mRNA processing	0.23681366158608097	0.0	6775	0.8534895439657344
GUTIERREZ_WALDENSTROEMS_MACROGLOBULINEMIA_2	0.23681813356140247	0.0	6776	0.8536155202821869
GYORFFY_MITOXANTRONE_RESISTANCE	0.23683022349564642	0.0	6777	0.8537414965986394
GO_0010720|positive regulation of cell development	0.237151606589284	0.0	6778	0.8538674729150919
WENG_POR_TARGETS_LIVER_DN	0.23720689671809875	0.0	6779	0.8539934492315445
GO_0046530|photoreceptor cell differentiation	0.2374230104999896	0.0	6780	0.854119425547997
RODRIGUES_THYROID_CARCINOMA_ANAPLASTIC_DN	0.23785747921520212	0.0	6781	0.8542454018644495
BREDEMEYER_RAG_SIGNALING_NOT_VIA_ATM_DN	0.2379813287724675	0.0	6782	0.854371378180902
MARKS_HDAC_TARGETS_DN	0.23804815198882615	0.0	6783	0.8544973544973545
GO_0050773|regulation of dendrite development	0.23812151165927176	0.0	6784	0.854623330813807
GO_0010552|positive regulation of specific transcription from RNA polymerase II promoter	0.23838700030339338	0.0	6785	0.8547493071302595
CHEOK_RESPONSE_TO_MERCAPTOPURINE_DN	0.23845157782353785	0.0	6786	0.854875283446712
REACTOME_SIGNALING_BY_NOTCH	0.23856034408385163	0.0	6787	0.8550012597631645
GO_0007026|negative regulation of microtubule depolymerization	0.23857530513570946	0.0	6788	0.855127236079617
GO_0031114|regulation of microtubule depolymerization	0.23857530513570946	0.0	6789	0.8552532123960696
PID_S1P_META_PATHWAY	0.23866942866866742	0.0	6790	0.855379188712522
MYLLYKANGAS_AMPLIFICATION_HOT_SPOT_12	0.23867574554204404	0.0	6791	0.8555051650289746
GO_0042384|cilium assembly	0.23869930723625496	0.0	6792	0.8556311413454271
GO_0016071|mRNA metabolic process	0.2387146830511771	0.0	6793	0.8557571176618796
GO_0080135|regulation of cellular response to stress	0.23883621016097512	0.0	6794	0.8558830939783321
GO_0032271|regulation of protein polymerization	0.23909346924075522	0.0	6795	0.8560090702947846
IVANOVA_HEMATOPOIESIS_EARLY_PROGENITOR	0.2393742734447087	0.0	6796	0.8561350466112371
PAPASPYRIDONOS_UNSTABLE_ATEROSCLEROTIC_PLAQUE_DN	0.2395172155056448	0.0	6797	0.8562610229276896
GO_0033554|cellular response to stress	0.23956344602724847	0.0	6798	0.8563869992441421
GO_0009913|epidermal cell differentiation	0.2399315830165673	0.0	6799	0.8565129755605946
KRASNOSELSKAYA_ILF3_TARGETS_DN	0.24014502255244435	0.0	6800	0.8566389518770471
PASINI_SUZ12_TARGETS_UP	0.2401724088144075	0.0	6801	0.8567649281934996
GO_0032392|DNA geometric change	0.24024263618829333	0.0	6802	0.8568909045099521
GO_0032508|DNA duplex unwinding	0.24024263618829333	0.0	6803	0.8570168808264046
GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_BLACK_DN	0.24038411595212214	0.0	6804	0.8571428571428571
YAO_TEMPORAL_RESPONSE_TO_PROGESTERONE_CLUSTER_2	0.24043786425673927	0.0	6805	0.8572688334593096
GO_0042770|DNA damage response, signal transduction	0.24045215369286085	0.0	6806	0.8573948097757622
GENTILE_UV_RESPONSE_CLUSTER_D4	0.24050344877768576	0.0	6807	0.8575207860922147
GINESTIER_BREAST_CANCER_20Q13_AMPLIFICATION_UP	0.24079445147089573	0.0	6808	0.8576467624086672
CHICAS_RB1_TARGETS_SENESCENT	0.2409239560139564	0.0	6809	0.8577727387251197
GO_0001578|microtubule bundle formation	0.24099418018660462	0.0	6810	0.8578987150415722
GO_0050832|defense response to fungus	0.2411018706839906	0.0	6811	0.8580246913580247
RAGHAVACHARI_PLATELET_SPECIFIC_GENES	0.2411749136385778	0.0	6812	0.8581506676744772
GAZIN_EPIGENETIC_SILENCING_BY_KRAS	0.24126450123656673	0.0	6813	0.8582766439909297
VALK_AML_CLUSTER_2	0.24138156817200596	0.0	6814	0.8584026203073822
GRADE_COLON_CANCER_DN	0.24143433654993285	0.0	6815	0.8585285966238347
GO_NEURONAL_CELL_BODY_MEMBRANE	0.2417583664089695	0.0	6816	0.8586545729402872
PID_FANCONI_PATHWAY	0.2419380698048002	0.0	6817	0.8587805492567397
ESC_V6.5_UP_EARLY.V1_UP	0.24194745779454266	0.0	6818	0.8589065255731922
SIG_PIP3_SIGNALING_IN_B_LYMPHOCYTES	0.24210268731179718	0.0	6819	0.8590325018896448
GO_0030514|negative regulation of BMP signaling pathway	0.2421645337208306	0.0	6820	0.8591584782060973
GO_0032881|regulation of polysaccharide metabolic process	0.24229379384523192	0.0	6821	0.8592844545225498
GRANDVAUX_IRF3_TARGETS_DN	0.2422946041777301	0.0	6822	0.8594104308390023
DAVICIONI_RHABDOMYOSARCOMA_PAX_FOXO1_FUSION_UP	0.24230558097430704	0.0	6823	0.8595364071554548
VANTVEER_BREAST_CANCER_POOR_PROGNOSIS	0.24231732404542092	0.0	6824	0.8596623834719073
BENPORATH_SOX2_TARGETS	0.24231955893258153	0.0	6825	0.8597883597883598
SMID_BREAST_CANCER_RELAPSE_IN_BRAIN_UP	0.242484092785376	0.0	6826	0.8599143361048123
VALK_AML_WITH_EVI1	0.24260456291751048	0.0	6827	0.8600403124212648
GO_0007628|adult walking behavior	0.24260692234053	0.0	6828	0.8601662887377173
MYLLYKANGAS_AMPLIFICATION_HOT_SPOT_27	0.24261593685201924	0.0	6829	0.8602922650541698
PID_BARD1_PATHWAY	0.24269110680986597	0.0	6830	0.8604182413706223
GO_0006259|DNA metabolic process	0.2428761765714416	0.0	6831	0.8605442176870748
GO_0007411|axon guidance	0.2430397898538253	0.0	6832	0.8606701940035273
LEE_BMP2_TARGETS_DN	0.24315262400496349	0.0	6833	0.8607961703199798
PID_RET_PATHWAY	0.24318116751380522	0.0	6834	0.8609221466364324
EMBRYONIC_DEVELOPMENT	0.24321439513502086	0.0	6835	0.8610481229528849
FREDERICK_PRKCI_TARGETS	0.24340094332310105	0.0	6836	0.8611740992693374
BIOCARTA_IGF1R_PATHWAY	0.24366702748022054	0.0	6837	0.8613000755857899
GRAESSMANN_RESPONSE_TO_MC_AND_DOXORUBICIN_DN	0.2436701055350929	0.0	6838	0.8614260519022424
GO_0045022|early endosome to late endosome transport	0.2437097273806534	0.0	6839	0.8615520282186949
BIOCARTA_ECM_PATHWAY	0.24398526450929525	0.0	6840	0.8616780045351474
GO_0044087|regulation of cellular component biogenesis	0.24405068382189143	0.0	6841	0.8618039808515999
GO_0009968|negative regulation of signal transduction	0.2442489127506906	0.0	6842	0.8619299571680524
PID_KIT_PATHWAY	0.2442852337043623	0.0	6843	0.8620559334845049
BOYAULT_LIVER_CANCER_SUBCLASS_G123_UP	0.24433258885315332	0.0	6844	0.8621819098009574
GO_0008105|asymmetric protein localization	0.24450400145924692	0.0	6845	0.8623078861174099
BROWNE_HCMV_INFECTION_20HR_DN	0.2445269666727232	0.0	6846	0.8624338624338624
GO_0032313|regulation of Rab GTPase activity	0.2445364941346515	0.0	6847	0.8625598387503149
GO_0032483|regulation of Rab protein signal transduction	0.2445364941346515	0.0	6848	0.8626858150667674
PID_IL5_PATHWAY	0.24462975764738906	0.0	6849	0.86281179138322
REACTOME_PKB_MEDIATED_EVENTS	0.2448313242243864	0.0	6850	0.8629377676996725
BIOCARTA_MCALPAIN_PATHWAY	0.24494008142164964	0.0	6851	0.863063744016125
PID_S1P_S1P3_PATHWAY	0.24512409896825504	0.0	6852	0.8631897203325775
LINDGREN_BLADDER_CANCER_CLUSTER_2A_DN	0.24515280548034807	0.0	6853	0.86331569664903
REACTOME_SIGNALING_BY_NODAL	0.2451990621750624	0.0	6854	0.8634416729654825
KEGG_HEDGEHOG_SIGNALING_PATHWAY	0.24520462885152763	0.0	6855	0.863567649281935
GO_0032885|regulation of polysaccharide biosynthetic process	0.24521665263732628	0.0	6856	0.8636936255983875
GO_0010962|regulation of glucan biosynthetic process	0.24521665263732628	0.0	6857	0.86381960191484
GO_0005979|regulation of glycogen biosynthetic process	0.24521665263732628	0.0	6858	0.8639455782312925
SILIGAN_TARGETS_OF_EWS_FLI1_FUSION_DN	0.24546498996581417	0.0	6859	0.864071554547745
REACTOME_MITOTIC_G2_G2_M_PHASES	0.2455102167162924	0.0	6860	0.8641975308641975
GO_0051223|regulation of protein transport	0.24557762924544316	0.0	6861	0.86432350718065
BONCI_TARGETS_OF_MIR15A_AND_MIR16_1	0.24569991807835886	0.0	6862	0.8644494834971026
GO_0006974|response to DNA damage stimulus	0.245779039657785	0.0	6863	0.8645754598135551
REACTOME_ACTIVATION_OF_BH3_ONLY_PROTEINS	0.24581045577131214	0.0	6864	0.8647014361300076
KRAS.DF.V1_DN	0.24596523561046735	0.0	6865	0.8648274124464601
GO_0006268|DNA unwinding during replication	0.2460362581227718	0.0	6866	0.8649533887629126
GO_0015807|L-amino acid transport	0.24610271737482903	0.0	6867	0.8650793650793651
JAERVINEN_AMPLIFIED_IN_LARYNGEAL_CANCER	0.24620554120000257	0.0	6868	0.8652053413958176
GO_0030178|negative regulation of Wnt receptor signaling pathway	0.24639977486514963	0.0	6869	0.8653313177122701
BIOCARTA_VDR_PATHWAY	0.24697754484235362	0.0	6870	0.8654572940287226
MYLLYKANGAS_AMPLIFICATION_HOT_SPOT_23	0.24711922194821864	0.0	6871	0.8655832703451751
PUJANA_BRCA2_PCC_NETWORK	0.24713646770520767	0.0	6872	0.8657092466616276
YAGI_AML_WITH_T_8_21_TRANSLOCATION	0.2471463406157052	0.0	6873	0.8658352229780801
GO_POSITIVE_REGULATION_OF_EMBRYONIC_DEVELOPMENT	0.24720477325729412	0.0	6874	0.8659611992945326
LEE_TARGETS_OF_PTCH1_AND_SUFU_DN	0.24722224616181532	0.0	6875	0.8660871756109851
GARY_CD5_TARGETS_UP	0.24727584192004434	0.0	6876	0.8662131519274376
REACTOME_PECAM1_INTERACTIONS	0.2475857021638546	0.0	6877	0.8663391282438901
